a
a
a
a
a
a
a
a
 IDAY           0
 UT   0.00000000    
 F107A   76.5999985    
 F107   76.5999985    
 APH   8.39999962       7.00000000       5.00000000       4.00000000       3.00000000       3.90000010       6.80000019    
 1, ALTITUDE (KM)
 2, D(2) - O NUMBER DENSITY(CM-3)
 3, D(3) - N2 NUMBER DENSITY(CM-3)
 4, D(4) - O2 NUMBER DENSITY(CM-3)
 5, D(6) - TOTAL MASS DENSITY(GM/CM3)
 6, T(2) - TEMPERATURE AT ALT
 7, D(8) - N NUMBER DENSITY(CM-3)
           1           2           3           4           5           6           7
   230.000000       1.28639834E+09   663077632.       39254180.0       6.74078103E-14   764.553955       10393745.0    
   231.000000       1.25581683E+09   637273280.       37527716.0       6.52984136E-14   765.027893       10209534.0    
   232.000000       1.22601216E+09   612516160.       35879512.0       6.32626072E-14   765.488098       10027449.0    
   233.000000       1.19696294E+09   588762560.       34305832.0       6.12976060E-14   765.936584       9847561.00    
   234.000000       1.16864781E+09   565969280.       32803220.0       5.94006181E-14   766.373230       9669912.00    
   235.000000       1.14104640E+09   544095616.       31368368.0       5.75690212E-14   766.798584       9494560.00    
   236.000000       1.11413888E+09   523102464.       29998110.0       5.58003588E-14   767.211975       9321534.00    
   237.000000       1.08790618E+09   502952160.       28689468.0       5.40921982E-14   767.614868       9150886.00    
   238.000000       1.06232954E+09   483609696.       27439538.0       5.24422424E-14   768.007019       8982622.00    
   239.000000       1.03739136E+09   465040768.       26245626.0       5.08482416E-14   768.389038       8816792.00    
   240.000000       1.01307475E+09   447213280.       25105136.0       4.93081629E-14   768.761047       8653397.00    
   241.000000       989361344.       430096096.       24015600.0       4.78199193E-14   769.122864       8492454.00    
